listing_id;id;date;reviewer_id;reviewer_name;comments
7833113;45156782;2015-08-31;13316300;Matt;"First and foremost Kelli went out of her way to install a keybox to make this whole trip way more convenient. It's apparent she cares about those she hosts.

When we arrived the apartment was clean and comfy. We found our cozy bedroom to be very accommodating. My wife and I had no problems sleeping with the futon that was folded out. It was surprisingly comfortable. Kelli provided pillows, towels, and everything we needed for the night. The room's decoration was really cool. 

The neighborhood was great and we didn't feel like we needed to go far for anything we needed. Attending PAX was a breeze.

When we finally met Kelli on the final morning she was warm and welcoming. We got to meet her dog who is a little bundle of love. I have no reservations about staying with Kelli again."
7833113;45704944;2015-09-05;7354543;Nicola;Convenient location close to Music Museum. Easy to find. Nice and tidy.  Host gave us a lot of good suggestions of vegetarian places to eat and punk bars. Turns out we had lots in common. 
7833113;46177947;2015-09-08;16840700;Stuart;"Kelli made my friend and I feel extremely welcomed, her place is really nice - very clean :) The locations is great to get around to some really cool areas in Seattle either on foot or on bike and we had a blast.

I wouldn't hesitate to recommend Kelli's place to any friends heading Seattle way"
7833113;46752160;2015-09-13;23038979;Carmen;"Kelli was so sweet and made us feel welcome right away. She had the cutest sign on the kitchen blackboard that read ""welcome carmen."" :) 
Her place is super clean, well decorated, and has everything you could ask for. In addition the location is fantastic. You cannot go wrong booking with Kelli! "
7833113;47506180;2015-09-19;32505575;Wanda;The house is really clean and nice, the location is good. Kelli gave us lots of suggestion where to go and good to eat. We had a great time to stay at Kelli's house and with her cute dog. Definitely recommend it. 
7833113;48404791;2015-09-26;6181790;Joe;I really liked staying at Kelli's place. She was a warm, friendly and very helpful host. Her place was nice and clean and I felt welcomed. It was a great location and easy to get around.   She has a kitten and a dog which were adorable. After staying at Kelli's for 10 days, I really felt comfortable and relaxed.  I really enjoyed my visit to Seattle. Thanks!  Joe Sparks
7833113;49817108;2015-10-06;2618477;Nobu;"Kelli was a great host. Nice, very helpful - an overall awesome lady! We were a little late getting in, no problem. Thanks for the record shop and restaurant recommendations!

The apartment was very clean and decorated beautifully. An easy walk to Belltown and beyond, we barely used the car.

Fantastic, highly recommended, thank you!"
7833113;50456359;2015-10-12;9151574;Taylor;This listing was perfect for our stay in Seattle. We were walking distance from the Space Needle as well as a ton of restaurants, coffee shops and bars (which Kelli had great suggestions for). The room looks exactly like it did in the pictures, if we are ever in Seattle again, we would stay here again no question.
7833113;51903847;2015-10-25;42635470;Venus;Kelli was an absolutely wonderful host!! Kelli went out of her way to make sure we knew how to make the most of our stay in Seattle. If we ever needed directions, a restaurant suggestion, or any other advice, Kelli was more than willing to help, and was never more than a text or call away. Plus, Kelli had a map, and newspapers and lists of all the places to go to in Seattle ready for us as soon as we arrived. The location of Kelli's home is amazing! Just a few minutes walk away from major attractions, and steps away from bus lines. Walking distance to excellent restaurants. We loved our beautiful and very comfortable room. We slept very well, and we had no privacy issues at all. Kelli keeps her home impeccably clean and dust-free, which I really appreciated as an asthmatic. My boyfriend and I had a wonderful time in Seattle thanks to Kelli and her beautiful home! And her doggy, Desi, was super cute and sweet. It was very hard to leave Seattle after having such a great time. Thank you so much Kelli!
7833113;52494233;2015-10-30;17958206;Armelle;Very good location, and Kelly is very nice! She gave us a lot of advices and we had a great time in Seattle, and in her apartment! Thank you so much! I miss Charli!
7833113;52843867;2015-11-02;34796223;David;Kelli was great!  Super hospitable and very kind.  Loved the way she decorated her place.  Thanks Kelli!  God bless!
7833113;54857057;2015-11-25;25044118;Arianna;We had a great time staying at Kelli's place. The room was a good size for 1-2 people. It was clean and ready for our arrival. She was very helpful, she provided advice about restaurants and places to visit. We would definitely stay at Kelli's again if we were in town again.
7833113;55361093;2015-12-01;2830204;Jess;Great room, great location and great host. The room is clean and private, the rest of the house is also very clean and Kelli is accomodating when sharing space (lounge room, kitchen and bathroom). The location is very close to a major shopping centre and the space needle (walking distance) also close to buses to downtown. Kelli knows her city well and is there to help you enjoy it- she had lots of helpful hints and tips.  Would definitely stay here again and recommend. 
7833113;55916043;2015-12-07;7560156;Elaine;"Kelli was an amazing host and made my first Seattle experience very memorable! The location couldn't have been better -- it's only a few blocks away from the iconic Space Needle and a slew of cultural hubs. There are fantastic restaurants steps away from the apartment and Kelli has recommendation dishes for all of them. In addition, there are multiple bus stops just around the corner to bring you to farther places for sightseeing. For example, the University of Washington and Arboretum was about 40 minutes away. 

Kelli is just the sweetest, which is further proven by the scrumptious freshly baked cookies she offered me during my stay. Also, she has an adorable kitten who will surely melt your heart! When I accidentally left my charger after boarding the plane, she even mailed it back to me. Couldn't have asked for a better host <3"
7833113;57119975;2015-12-22;28662643;Kady;"Kelli is such an awesome host. From the moment we booked with her she was so helpful in answering questions and giving suggestions. She was there to meet us and had all sorts of maps/guides to help out. She also pays attention to details with the chocolates/mints in the room to the fridge space provided and even tea. 

The place is an old building but in such a terrific area - easily you can walk to some of the major sights (ex. Space Needle, Key Arena, the monorail, etc). The room & bed were comfortable and true to the pictures. There was wifi and a tv for you to kick back and relax on the couch with. So if you want a place to have a nice hot shower and a good sleep after a long day out, this is a great place for you. 

If you're lucky enough you'll also get to meet Charlie, who was such a friendly and lovable kitten - and we're normally not even cat people! :) "
8308353;47014896;2015-09-14;1964916;Jeff;"Courtney was so welcoming, I immediately felt at home.  The cats ranged from very friendly to friendly to indifferent.  The second-floor room was beautiful, with lots of light, good views, and the bed was great.  The house is in easy walking distance of Gas Works Park (I was attending a wedding there) and all that Stone Way has to offer.

I highly recommend staying here!"
8308353;47427199;2015-09-18;20997974;Anna;"We felt very welcomend in courtney and adams adorable house. The room is bright, cozy and you can spot douzens of  squirrels in the garden. 
The house is in a nice neighbourhood and in walking distance to the famous freemont troll.
They gave us useful hints for seattle (especially the breakfast place was amazing!)
All over we had a wonderful time and would definetly stay again.  
Thanks a lot. matthias and anna"
8308353;47602193;2015-09-20;5790065;Joss;Great place, fantastic hosts. Definitely what AirBnB should be. The room was large and comfortable, and Adam and Courtney were super friendly and accommodating of my odd schedule.
8308353;48810422;2015-09-28;28531622;Amy;"This was a beautiful bright room with two windows and to the floor drapes.  The hardwoods were spotless and the bed was comfortable.  I highly recommend this space.  The hosts did not see me much but were friendly and helpful when I did see them.
"
8308353;48957529;2015-09-29;28592890;Thomas;It was magnificent!   The place was beautiful and in a convenient neighborhood.  Adam and Courtney were as nice as could be and so was their cat.  We hope to see them again.
8308353;50103944;2015-10-09;23360768;Ariel;"This was a fantastic stay. Courtney is an awesome person, their place is great, she and Adam are very accommodating and friendly, the location is convenient, plus her french press and choice of coffee is pretty delicious. ;) Highly recommended!!"
8308353;55606734;2015-12-03;44239286;Kenneth;I stayed with Adam & Courtney for about 2 months while I was working at the University of Washington (about 2.5 miles away, easy to reach by bus/biking/walking). I had a great stay. They're both warm, welcoming people that go out of their way to make you feel welcome. The house is located in a residential neighborhood (quiet & safe), but not too far from downtown Seattle (20 min by bus or so?), the U district, Ballard, Wallingford... Especially the last two are nice if you're looking to a nice place to have lunch/dinner. I would definitely recommend staying with Adam & Courtney!
4277026;23284049;2014-11-27;12849861;Paul;Philip was a great host! He made us a map of the area with a curated selection of personal favourites. Every place we tried at his recommendation was sublime. We jammed together and went to a few shows. It felt like visiting an old friend more than just your average impersonal AirBnB experience. The room was nice, a little sparse maybe but we weren't spending a huge amount of time there. the location was one of the best parts as there are a ton of great spots within 2 blocks. I'll definitely be staying again next time I hit up Seattle.
4277026;25402633;2015-01-14;25892167;Dennis;My girlfriend and I stayed with Philip for two nights. It felt like staying with a real roommate and not like staying at a hotel. It was easy to connect with Philip through our love of music and we had some interesting conversations. So if you're looking for a place to feel like being home with a friend and not just only stay there to spend your nights I would highly recommend to stay with him. The neighbourhood (capitol hill) is cool too, there are a lot of good bars serving craft beer and some really good coffee shops.
4277026;28765134;2015-03-29;29994885;Zach;I didn't have the chance to meet Philip this time around, but I was delighted to have his roommate Mara as a host. She was incredibly accommodating throughout our stay.
4277026;33527609;2015-05-29;17272550;Derek;Didn't have chance to meet Philip in person during my stay but he has arranged His roommate Mara to be my host, she was incredibly accommodating through my stay. Everything walkable within 2 block and can find a great place to dine or coffee or you can take the bus at Broadway to downtown area which is  convenient ...
4277026;33821397;2015-06-01;5350854;Martin & Carolin;"The apartment is located in the nice old building in a fun part of the city. Everything is very walkalbe. 
Philip gave us great advice on the area and his housemate Mara made sure that we felt welcome."
4277026;48696344;2015-09-28;38521340;Peter;"Amazing stay, great place and a cool host! I would recommend this to anyone!
"
4277026;49320462;2015-10-03;14952850;Lu;I spent 3 days here at Philps' apt, didnt get to meet him but the lovely roommate Mara made sure everything is ok. quite and nice area but near to everything，u wont regret this ；）
7735100;42962443;2015-08-16;40442846;Rebecca;Roger definitely made us feel welcome by accommodating our late-night check-in and responding quickly to any questions we had during our stay. The location of his place is great for walking anywhere in Fremont and we loved the recommendations he had for the area. There was plenty of room for all of our things and the place was spotless.
7735100;43837578;2015-08-22;40603512;Puhong;我们是一家三口，可爱的女儿，夫妻二人都是中国来的访问学者，来到美丽的西雅图，住在了Roger的房子里，房子位于美丽的艺术小镇fremont，有各种各样的雕塑，还有宇宙中心的路标，各种小店的橱窗也是充满特色，富有艺术气息。安静美丽的小镇，充满了秋天的味道。离西雅图市区比较近。房子位置好，能从窗户里看到Rainer山。很不幸我们没有看到。
7735100;44469361;2015-08-26;19864124;Scott;"This room was PERFECT for me and fit my needs exactly. It's nicer than the hotel rooms I stayed in during other legs of the trip and definitely fit the budget better. It's a bedroom in a 3-bedroom apartment duplex. Rumor has it that someone lives in at least one of the other rooms, but I didn't see them during the two nights I stayed here. The bathroom is attached to the bedroom, so that's convenient. And this place is located in a very cool neighborhood within walking distance from tons of great spots. I even walked all the way to Pike Place Market from Roger's place and it was a breeze. 

My only warning is that there isn't a lock on the door to the bedroom. I wasn't concerned about this but others might be. I'm traveling solo and don't have anything super valuable sitting around the room, but keep that in mind. 

All in all, the place is rad and Roger lives next door and works 5 minutes away so he's nearby in the event of any major problems."
7735100;45354751;2015-09-01;6093501;Matko;pretty room in a nice neighbourhood. we didn't meet roger as we came in really late and left early, but he sorted everything out. comfy bed, enough privacy, and we would have had a nice view through the window had the weather been better. a definite recommend.
7735100;57419048;2015-12-25;13019539;Tibor;The host canceled this reservation 21 days before arrival. This is an automated posting.
4701141;28471216;2015-03-24;3285646;Sarah;Miesha was great. It was a long term stay that ended up going a little longer while I was trying to find a place to live, but she was extremely accommodating in every aspect and made sure that I felt welcomed at every turn. Fantastic host and super location if you want to get to downtown easily, or anywhere else in Seattle. 
4701141;53902378;2015-11-14;26208231;Lindsey;"I recently moved to Seattle and have been staying Miesha's guest room while searching for a more permanent living situation.  The room is spacious and the bathroom is like a spa including heated floors and towel warmer.  

Miesha is a wonderful host.  She is helpful and communicative and her home is comfortable. When I arrived, she made sure that the furniture in the room included what I needed for my stay.  She switched out a chair and added a desk which I have used quit a bit.  She worked with me to extend my stay and was very accommodating of my ongoing search.  Plus, she keeps plenty of coffee on hand which has kept me going on even the rainiest of days. I can't imagine finding a better place to stay while starting out my life in Seattle!  I highly recommend this room."
7934963;49148626;2015-10-01;37444544;May;"I stayed with Farah and Ben for almost a month— and it was a great experience!
They are both easygoing people who will chat with you if you want, or just let you do your own thing if that’s what you’re feeling. They always checked in with me to see how I was doing, and if I needed anything. I had space to store food in the kitchen, was able to use to w/d, and had a little spot in the bathroom for my things there. The location is also very conveniently near a bus stop that takes you to downtown, and the neighborhood itself is nice and quiet. Lots of street parking, and I felt very safe the entire time I stayed there. Overall, I would say a long stay with them would feel very much just like staying in your own house— very convenient, very easy. 
Would definitely stay with them again!"
7934963;49512452;2015-10-04;26750734;Logan;The house and room were clean and nice. Farrah and her boyfriend were friendly. Would definitely recommend.
7934963;50105565;2015-10-09;4107277;Celena;Farah made us feel very welcome in her home. She was excellent at communication and tips and the room was just as described. The neighborhood is safe and she is near an excellent grocery store, coffee shops and bus stop. We were in town to do a class and so had to leave early each morning. As mentioned, this listing has a shared bathroom but at the time of our stay there were 5 of us trying to get ready in one bathroom all at the same time to all leave by 7am. I guess we just assumed it would be us and her using it only.Farah did her best to schedule the times that each person could use the bathroom. I would take into consideration your trip and daily bathroom time use when booking this listing. With that said, you cant beat the price and value for the seattle area.
7934963;50367910;2015-10-11;9556062;Lisa;Farah was a great host.  She provided little touches that made one feel welcome such as a night light in the living room, and a towel for your stay.  She was very prompt to reply during the reservation process.  Her home provided all that was needed for a short stay.   
7934963;50608166;2015-10-12;14164556;Sarah;The house was awesome, everything was as described, the bed was very comfortable. Farah was super helpful and communicative!
7934963;50908355;2015-10-15;19805575;Alex;Farah was a great host. She welcomed us after normal check in hours because we could not make it early in the day. The room was as pictured, she provided towels for us and the room was clean. 
7934963;51083272;2015-10-17;37442102;Bennett;"Farah was very accommodating for us. We needed to stop by a little earlier than the listed check in time, and she was more than happy to figure out a time that worked for both us and her. The location was incredibly nice! Ballard is such a cute area, and we were in good walking distance from a lot of different businesses and cute shops.
"
7934963;51330898;2015-10-19;44806559;Paulina;Farah was very accommodating and understanding. We fell in love with the place! The outside of the house is a cute baby blue color and it was absolutely adorable! Prior to our stay, Farah reached out to us and made sure she had all of our toiletries available to ensure our Airbnb was perfect. The house was clean and very homey! 10/10 would recommend :)
7934963;52284544;2015-10-27;46879903;Sandra;"Wonderful experience for my first Airbnb! The space is clean and somewhat minimalist tho' comfy/cozy, which was perfect for this trip!  A lovely neighborhood with restaurants etc within easy walking distance. Ben and Farah are personable and engaging, offered great suggestions for restaurants, tho' provided privacy and non-intrusion also as needed.
The only bathroom is a shared one with the hosts, but it really wasn't a problem as only slight scheduling communications took care of it.
I will return here again when in the area, and would recommend this space to friends who might travel there as well.
Thanks for a great first experience!"
7934963;52811074;2015-11-01;31351853;Philip;Fatah was great, room was just as described and the location was very nice. Would recommend to anyone who needs a quick place to stay.
7934963;53288901;2015-11-07;10387535;Shari;The house was in a very quiet Ballard neighborhood. The listing was exactly as I found it. Farah was a very welcoming, friendly and pleasant hostess.
